person_id,id,name,character,role
1521441,tm135083,Nawal Morsi,,ACTOR
1521413,tm135083,Gharib Moawad,,ACTOR
1521412,tm135083,Mohamed Mazhar,,ACTOR
1521534,tm135083,Galal Issa,,ACTOR
1521409,tm135083,Mahrous El Garhi,,ACTOR
1521506,tm135083,Ahmed Tantawi,,ACTOR
1521407,tm135083,S. Abdel Aziz,,ACTOR
225932,tm135083,Nadia Lotfi,,ACTOR
1320859,tm135083,Hussein Ismail,Train passenger,ACTOR
793936,tm135083,Naima Wasfi,,ACTOR
1320893,tm135083,Abdel Ghani ElNagdi,,ACTOR
631660,tm135083,Abdel Hamid Badawi,Shawish Hassanein,ACTOR
1851219,tm135083,Hanaa Abdel Fattah,,ACTOR
1320960,tm135083,Lotfy ElHakim,,ACTOR
1321080,tm135083,Sayed ElAraby,,ACTOR
173191,tm135083,Youssef Chahine,,DIRECTOR
25707,tm69997,Richard Pryor,Self,ACTOR
191724,tm69997,Jennifer Lee Pryor,Self (uncredited),ACTOR
65063,tm69997,Jeff Margolis,,DIRECTOR
518321,tm16812,Uttam Kumar,BholaB. Singh / Yuvraj Uday B. Singh,ACTOR
522302,tm16812,Sulakshana Pandit,Rajkumari Radha Sujan Singh,ACTOR
132302,tm16812,Utpal Dutt,Vikram Singh,ACTOR
497430,tm16812,Nandita Thakur,Chhoti Rani,ACTOR
105223,tm16812,Satyendra Kapoor,Maharaj Brajbhan Singh,ACTOR
514297,tm16812,Indrani Mukherjee,Badi Rani,ACTOR
132303,tm16812,Prema Narayan,Krishna,ACTOR
105296,tm16812,Amjad Khan,Kanchan V. Singh,ACTOR
104973,tm16812,Bindu,Vimla,ACTOR
2503127,tm16812,Iftekhar,Senapati Raghuvir Singh,ACTOR
906104,tm16812,Alo Sarkar,,DIRECTOR
173252,tm75975,Shammi Kapoor,Prince Shamsher Singh,ACTOR
222541,tm75975,Vyjayanthimala,Princess Amrita,ACTOR
68721,tm75975,Rajendra Nath,Vilayatiram,ACTOR
105226,tm75975,Helen,Sophia,ACTOR
434351,tm75975,Parveen Choudhary,Ratna,ACTOR
216443,tm75975,Ajit Khan,,ACTOR
524312,tm75975,D.K. Sapru,,ACTOR
503473,tm75975,Leela Mishra,,ACTOR
509942,tm75975,David Abraham Cheulkar,,ACTOR
66223,tm75975,Asit Sen,,ACTOR
545057,tm75975,Rashid Khan,,ACTOR
68723,tm75975,Sunder,,ACTOR
128207,tm75975,Sudhir,,ACTOR
515741,tm75975,Leela Chitnis,Mrs. Shanti Singh,ACTOR
144388,tm75975,Lekh Tandon,,DIRECTOR
15595,tm156453,Jane Fonda,Self,ACTOR
1765,tm156453,Donald Sutherland,Self,ACTOR
529469,tm156453,Pamela Donegan,Self,ACTOR
529467,tm156453,Len Chandler,Self,ACTOR
37864,tm156453,Michael Alaimo,Self,ACTOR
208243,tm156453,Holly Near,Self,ACTOR
70582,tm156453,Paul Mooney,Self,ACTOR
488851,tm156453,Rita Martinson,Self,ACTOR
32267,tm156453,Peter Boyle,Self,ACTOR
473965,tm156453,Steve Jaffe,Self,ACTOR
2515642,tm156453,Yale Zimmerman,Self,ACTOR
529468,tm156453,Francine Parker,,DIRECTOR
11472,ts45948,Graham Chapman,Various Characters,ACTOR
1549,ts45948,John Cleese,Various Characters,ACTOR
11474,ts45948,Eric Idle,Various Characters,ACTOR
11475,ts45948,Terry Jones,Various Characters,ACTOR
11476,ts45948,Michael Palin,Various Characters,ACTOR
16383,ts45948,Ian MacNaughton,,DIRECTOR
218173,tm89386,Gert Westphal,Narrator (voice),ACTOR
41187,tm89386,Joachim Fest,,DIRECTOR
222541,tm71909,Vyjayanthimala,Amrapali,ACTOR
64407,tm71909,Sunil Dutt,Magadh Samrat Ajaatha Shatru,ACTOR
173253,tm71909,Prem Nath,Senpati Veer of Magadh,ACTOR
534654,tm71909,Bipin Gupta,Vaishali's Samrat,ACTOR
511559,tm71909,Gajanan Jagirdar,Kulpati Mahanam,ACTOR
434348,tm71909,K.N. Singh,Balbadra SIngh,ACTOR
509943,tm71909,Ruby Myers,Vaishali's Empress,ACTOR
139643,tm71909,Narendra Nath,Gautama Buddha,ACTOR
564274,tm71909,Baburao Pendharkar,In the song Neel Gagan Ki,ACTOR
519826,tm71909,Mridula Rani,Raj Mata (Ajaat Shatru's Mother),ACTOR
144388,tm71909,Lekh Tandon,,DIRECTOR
63665,tm100027,Dharmendra,Ali Baba,ACTOR
134657,tm100027,Hema Malini,Morjina,ACTOR
105220,tm100027,Zeenat Aman,Fatima,ACTOR
57763,tm100027,Prem Chopra,Shamsher,ACTOR
514364,tm100027,Zakir Mukhamedzhanov,,ACTOR
223525,tm100027,Sofiko Chiaureli,,ACTOR
221086,tm100027,Yelena Sanayeva,,ACTOR
358575,tm100027,Frunzik Mkrtchyan,,ACTOR
219025,tm100027,Maya-Gozel Aimedova,episode (uncredited),ACTOR
434193,tm100027,Umesh Mehra,,DIRECTOR
514365,tm100027,Latif Faiziyev,,DIRECTOR
1682144,tm107372,Suhail Tatari,,DIRECTOR
173252,tm10204,Shammi Kapoor,Professor Pritam Khanna,ACTOR
298411,tm10204,Kalpana Mohan,Neena Verma,ACTOR
66224,tm10204,Lalita Pawar,Sita Devi Verma,ACTOR
434351,tm10204,Parveen Choudhary,,ACTOR
216444,tm10204,Tun Tun,,ACTOR
68725,tm10204,Iftekhar,,ACTOR
529417,tm10204,Pratima Devi,,ACTOR
144388,tm10204,Lekh Tandon,,DIRECTOR
867952,tm336403,Mahendra Sandhu,,ACTOR
20201,tm336403,Danny Denzongpa,,ACTOR
69039,tm336403,Jagdeep,,ACTOR
524849,tm336403,Faryal,,ACTOR
460070,tm336403,Padma Khanna,,ACTOR
66223,tm336403,Asit Sen,Julie's father,ACTOR
618228,tm336403,Karan Dewan,,ACTOR
222315,tm336403,Agha,,ACTOR
497329,tm336403,Murad,,ACTOR
727227,tm336403,Sabina,,ACTOR
549933,tm336403,Mohammed Hussain,,DIRECTOR
553375,tm27298,Ahmed Mazhar,Saladin,ACTOR
225932,tm27298,Nadia Lotfi,Louisa de Lusignan,ACTOR
215296,tm27298,Salah Zulfiqar,Issa (The Swimmer),ACTOR
558944,tm27298,Laila Fawzy,"Virginia, Princess of Kerak",ACTOR
520600,tm27298,Hamdy Ghaith,King Richard,ACTOR
381250,tm27298,Laila Taher,Queen Berengaria,ACTOR
471620,tm27298,Omar El-Hariri,King Philip of France,ACTOR
152472,tm27298,Hussein Reyaad,,ACTOR
530826,tm27298,Mahmoud el-Meliguy,"Conrad, Marquis of Montferrat",ACTOR
576037,tm27298,Zaki Toleimat,Duke Arthur,ACTOR
498370,tm27298,Tawfiq ElDekn,Prince of Akka,ACTOR
899933,tm27298,Mohamed Hamdy,,ACTOR
1533795,tm27298,Mohamed Sultan,,ACTOR
1533801,tm27298,Mohamed Abdel Gawad,,ACTOR
1533807,tm27298,Sami Lotfy,,ACTOR
2172269,tm27298,Ibrahim Emara,,ACTOR
500657,tm27298,Salah Nazmi,,ACTOR
794005,tm27298,Ahmed Loxer,,ACTOR
795386,tm27298,Badr Nofal,,ACTOR
1095756,tm27298,Ehsan Sherif,,ACTOR
173191,tm27298,Youssef Chahine,,DIRECTOR
65521,tm123318,Marilyn Hassett,Jill Kinmont,ACTOR
12421,tm123318,Beau Bridges,Dick Buek,ACTOR
126199,tm123318,Belinda Montgomery,Audra Jo,ACTOR
13454,tm123318,Nan Martin,June Kinmont,ACTOR
16499,tm123318,William Bryant,Bill Kinmont,ACTOR
27941,tm123318,Dabney Coleman,Dave McCoy,ACTOR
518767,tm123318,Bill Vint,Buddy Werner,ACTOR
5542,tm123318,Hampton Fancher,Lee Zadroga,ACTOR
521288,tm123318,William Roerick,Dr. Pittman,ACTOR
118501,tm123318,Dori Brenner,Cookie,ACTOR
63392,tm123318,Walter Brooke,Dean,ACTOR
508006,tm123318,Jocelyn Jones,Linda Meyers,ACTOR
1567055,tm123318,Greg Mabrey,Bob Kinmont,ACTOR
197407,tm123318,Tony Becker,Jerry Kinmont,ACTOR
24495,tm123318,Griffin Dunne,Herbie Johnson,ACTOR
82621,tm123318,Warren Miller,Dr. Enders,ACTOR
1567059,tm123318,Robin Pepper,Skeeter Werner,ACTOR
57885,tm123318,Brad Savage,Boy in Wheelchair,ACTOR
105134,tm123318,Larry Peerce,,DIRECTOR
15793,tm204541,Omar Sharif,Ragab,ACTOR
225931,tm204541,Faten Hamamah,Hamedah,ACTOR
225933,tm204541,Ahmed Ramzy,Mamdouh,ACTOR
498370,tm204541,Tawfiq ElDekn,Ezzat,ACTOR
560735,tm204541,Ferdoos Mohammed,Ragab's Mother,ACTOR
152472,tm204541,Hussein Reyaad,Mamdouh's Father,ACTOR
954736,tm204541,Aziza Helmy,Mamdouh's Mother,ACTOR
1066701,tm204541,Mohamed Sobeih,Menam,ACTOR
568098,tm204541,Reyaad ElQasabgy,,ACTOR
173191,tm204541,Youssef Chahine,,DIRECTOR
225931,tm19608,Faten Hamamah,Amal,ACTOR
15793,tm19608,Omar Sharif,Ahmed,ACTOR
219842,tm19608,Zaki Rostom,Taher Pasha,ACTOR
173189,tm19608,Farid Shawqi,Reyadh,ACTOR
540702,tm19608,Abdel Warith Assir,Sabir,ACTOR
520600,tm19608,Hamdy Ghaith,Selim,ACTOR
562959,tm19608,Abdel Ghani Kamar,Hassan,ACTOR
988354,tm19608,Zaki Ibrahim,Lawyer,ACTOR
1320893,tm19608,Abdel Ghani ElNagdi,,ACTOR
173191,tm19608,Youssef Chahine,,DIRECTOR
391527,tm90896,Hesham Selim,Ibrahim Madbouli,ACTOR
744938,tm90896,Majida El Roumi,Tafida,ACTOR
745892,tm90896,Ahmed Mehrez,Ali Madbouli,ACTOR
225934,tm90896,Shukry Sarhan,Tolba,ACTOR
530826,tm90896,Mahmoud el-Meliguy,Mohamed Madbouli,ACTOR
557940,tm90896,Huda Sultan,"Ratiba, the Mother",ACTOR
1328643,tm90896,Soheir ElMorshedy,Fatma,ACTOR
524174,tm90896,Sid Ali Kouiret,Hassouna,ACTOR
1095845,tm90896,Ragaa Hussein,Lawahez,ACTOR
676484,tm90896,Ali Al Sharif,Clown,ACTOR
247442,tm90896,Ahmed Abdel Wareth,Captain Hossam,ACTOR
323651,tm90896,Ahmad Bedir,,ACTOR
1321294,tm90896,Mohamed Refaat,,ACTOR
285441,tm90896,Aaidah Riyadh,,ACTOR
247442,tm90896,Ahmed Abdel Wareth,,ACTOR
173191,tm90896,Youssef Chahine,,DIRECTOR
1285693,tm14350,Mohsen Mohey ElDein,Yehia,ACTOR
530826,tm14350,Mahmoud el-Meliguy,Qadry,ACTOR
1113158,tm14350,Mohsena Tawfiq,Yehya's Mother,ACTOR
452580,tm14350,Abd Allah Mahmoud,Mohsen,ACTOR
223449,tm14350,Ahmed Zaki,Ibrahim,ACTOR
530275,tm14350,Naglaa Fathy,Sarah Sorel,ACTOR
173189,tm14350,Farid Shawqi,Shaker,ACTOR
519455,tm14350,Laila Hamada,Nadia,ACTOR
1326853,tm14350,Zeinab Sedky,Grandmother,ACTOR
216804,tm14350,Ezzat Al Alaily,Morsi,ACTOR
479007,tm14350,Abdel Aziz Makhyoun,,ACTOR
1095570,tm14350,Saif Abdel Rahman,,ACTOR
323651,tm14350,Ahmad Bedir,,ACTOR
745892,tm14350,Ahmed Mehrez,Adel Bey,ACTOR
500433,tm14350,Gerry Sundquist,"Thomas ""Tommy"" Friskin",ACTOR
538123,tm14350,Youssef Wahby,Souril,ACTOR
537218,tm14350,Yahia Shaheen,British Ambassador,ACTOR
558944,tm14350,Laila Fawzy,Princess Chahinour,ACTOR
540702,tm14350,Abdel Warith Assir,The Sheikh,ACTOR
1322385,tm14350,Abdel Salam Mohamed,Elly,ACTOR
745894,tm14350,Akela Kateb,,ACTOR
493971,tm14350,Ahmed Abdel Wareth,,ACTOR
745900,tm14350,Aida Kamel,,ACTOR
745891,tm14350,Oussaida Abbas,,ACTOR
536986,tm14350,Zouzou Hamdy ElHakim,,ACTOR
745888,tm14350,Samira Mohamed,,ACTOR
745886,tm14350,Gamil ElTraboulsi,,ACTOR
173190,tm14350,Hassan Hussein,,ACTOR
2545089,tm14350,Bahir Bauk,,ACTOR
2545077,tm14350,Amira Cherif,,ACTOR
1328597,tm14350,Ali Ezz ElDein,,ACTOR
2545081,tm14350,Anan Gemayel,,ACTOR
2525398,tm14350,Antic Melkior,Le Général,ACTOR
2545008,tm14350,John Rodenbeck,,ACTOR
2545135,tm14350,Rosemary Sabey,,ACTOR
461467,tm14350,Ahmed Salama,,ACTOR
2545151,tm14350,Magdy Saif,,ACTOR
2545156,tm14350,Vary Vahram,,ACTOR
700770,tm14350,Naima ElSoghier,,ACTOR
1320888,tm14350,Ali Johar,,ACTOR
1014378,tm14350,Mohamed Abu Hasheesh,,ACTOR
173191,tm14350,Youssef Chahine,,ACTOR
173191,tm14350,Youssef Chahine,,DIRECTOR
66212,tm123613,Shashi Kapoor,Raju / Chander,ACTOR
522302,tm123613,Sulakshana Pandit,Guddi / Seema,ACTOR
63303,tm123613,Amrish Puri,Master,ACTOR
105257,tm123613,A.K. Hangal,Ram Lal (Seema's father),ACTOR
69036,tm123613,Mehmood,Abdul Rehman,ACTOR
299653,tm123613,Goga Kapoor,Casino Owner,ACTOR
143402,tm123613,Anjana Mumtaz,Farida,ACTOR
66225,tm123613,Ramesh Deo,Gautam,ACTOR
105228,tm123613,Mac Mohan,,ACTOR
173252,tm123613,Shammi Kapoor,,ACTOR
104309,tm123613,Keshto Mukherjee,,ACTOR
522301,tm123613,A. Salaam,,DIRECTOR
530826,tm81728,Mahmoud el-Meliguy,Mohamed Abu Swelam,ACTOR
525264,tm81728,Nagwa Ibrahim,Wasifa,ACTOR
216804,tm81728,Ezzat Al Alaily,Abd El-Hadi,ACTOR
537218,tm81728,Yahia Shaheen,Hassuna,ACTOR
452578,tm81728,Hamdy Ahmed,Mohammad Effendi,ACTOR
498370,tm81728,Tawfiq ElDekn,Sheikh Sha'ban,ACTOR
451939,tm81728,Salah El-Saadany,Elwani,ACTOR
676484,tm81728,Ali Al Sharif,Diab,ACTOR
540702,tm81728,Abdel Warith Assir,Mayor,ACTOR
556150,tm81728,Abdel Rahman ElKhamesy,Sheikh Youssef,ACTOR
1635403,tm81728,Ashraf ElSelehdar,Mahmoud Bik,ACTOR
1320859,tm81728,Hussein Ismail,Sheikh Shenawy,ACTOR
1332498,tm81728,Fatma Imara‏,Khadra,ACTOR
1322391,tm81728,Abdel Mohsen Selim,Abdel Ati,ACTOR
1330957,tm81728,Mahmoud ElIraqi,,ACTOR
1014405,tm81728,Fayza Abdel Gawwad,,ACTOR
543273,tm81728,Nabila El Sayed,Mayor's wife,ACTOR
1321042,tm81728,Helmy Hilaly,Survey Engineer,ACTOR
2306059,tm81728,Mohamed ElSaqqa,Boy,ACTOR
923839,tm81728,Ibrahim ElShamy,Sheriff,ACTOR
1321242,tm81728,Ali ElMoaawen,Mafia harasser,ACTOR
173191,tm81728,Youssef Chahine,,DIRECTOR
150754,tm321219,Vinod Mehra,Naresh Kumar Saxena,ACTOR
55477,tm321219,Rekha,,ACTOR
38640,tm321219,Vinod Khanna,,ACTOR
105226,tm321219,Helen,,ACTOR
68722,tm321219,Madan Puri,,ACTOR
687112,tm321219,K. Ramanlal,,DIRECTOR
2434209,tm259684,Nadia Tueni,,ACTOR
479396,tm259684,Maroun Bagdadi,,DIRECTOR
64409,tm344089,Raaj Kumar,,ACTOR
134657,tm344089,Hema Malini,,ACTOR
64567,tm344089,Rakhee Gulzar,,ACTOR
150754,tm344089,Vinod Mehra,,ACTOR
104310,tm344089,Paintal,,ACTOR
66223,tm344089,Asit Sen,,ACTOR
222318,tm344089,Dulari,,ACTOR
503473,tm344089,Leela Mishra,,ACTOR
772100,tm344089,Sadhana Khote,,ACTOR
105223,tm344089,Satyendra Kapoor,,ACTOR
524312,tm344089,D.K. Sapru,,ACTOR
460070,tm344089,Padma Khanna,,ACTOR
2502191,tm344089,Miss Shefali,,ACTOR
32954,ts20681,Jerry Seinfeld,Jerry Seinfeld,ACTOR
12464,ts20681,Jason Alexander,George Costanza,ACTOR
43320,ts20681,Michael Richards,Cosmo Kramer,ACTOR
12018,ts20681,Julia Louis-Dreyfus,Elaine Benes,ACTOR
3535,tm1217553,Tom Cruise,Lt. Pete 'Maverick' Mitchell,ACTOR
30817,tm1217553,Kelly McGillis,Charlotte 'Charlie' Blackwood,ACTOR
12017,tm1217553,Val Kilmer,Lt. Tom 'Iceman' Kazansky,ACTOR
12021,tm1217553,Anthony Edwards,LTJG Nick 'Goose' Bradshaw,ACTOR
14659,tm1217553,Tom Skerritt,Cmdr. Mike 'Viper' Metcalf,ACTOR
11225,tm1217553,Michael Ironside,Lt. Cmdr. Rick 'Jester' Heatherly,ACTOR
11098,tm1217553,John Stockwell,Lt. Bill 'Cougar' Cortell,ACTOR
38473,tm1217553,Barry Tubb,LTJG Leonard 'Wolfman' Wolfe,ACTOR
50852,tm1217553,Rick Rossovich,LTJG Ron 'Slider' Kerner,ACTOR
2967,tm1217553,Tim Robbins,LTJG Sam 'Merlin' Wells,ACTOR
4355,tm1217553,Clarence Gilyard Jr.,LTJG Marcus 'Sundown' Williams,ACTOR
30881,tm1217553,Whip Hubley,Lt. Rick 'Hollywood' Neven,ACTOR
8312,tm1217553,James Tolkan,Cmdr. Tom 'Stinger' Jardian,ACTOR
20759,tm1217553,Meg Ryan,Carole Bradshaw,ACTOR
11548,tm1217553,Adrian Pasdar,Lt. Charles 'Chipper' Piper,ACTOR
571254,tm1217553,Randall Brady,Lt. Davis,ACTOR
51314,tm1217553,Duke Stroud,Air Boss Johnson,ACTOR
1287819,tm1217553,Ron Clark,Inquiry Commander,ACTOR
6948,tm1217553,Frank Pesce,Bartender,ACTOR
1918544,tm1217553,Pete Pettigrew,Perry Siedenthal,ACTOR
1918392,tm1217553,Troy Hunter,Radio Operator,ACTOR
1918142,tm1217553,T.J. Cassidy,Admiral T.J. Cassidy,ACTOR
5005,tm1217553,Tony Scott,,DIRECTOR
40206,tm140433,Patrick Swayze,James Dalton,ACTOR
24066,tm140433,Kelly Lynch,Dr. Elizabeth Clay,ACTOR
2286,tm140433,Sam Elliott,Wade Garrett,ACTOR
14927,tm140433,Ben Gazzara,Brad Wesley,ACTOR
50055,tm140433,Marshall R. Teague,Jimmy,ACTOR
50056,tm140433,Julie Michaels,Denise,ACTOR
21801,tm140433,Red West,Red Webster,ACTOR
30586,tm140433,Sunshine Parker,Emmet,ACTOR
14014,tm140433,Kevin Tighe,Frank Tilghman,ACTOR
42336,tm140433,John Doe,Pat McGurn,ACTOR
22224,tm140433,Kathleen Wilhoite,Carrie,ACTOR
50057,tm140433,Travis McKenna,Jack,ACTOR
31547,tm140433,Roger Hewlett,Younger,ACTOR
4351,tm140433,Bob Jennings,Bandstand Bouncer,ACTOR
4368,tm140433,Kym Malin,Party Girl,ACTOR
413537,tm140433,Jeff Healey,Cody,ACTOR
45223,tm140433,Gary Hudson,Steve,ACTOR
55093,tm140433,Joe Unger,Karpis,ACTOR
501465,tm140433,Sheila Ryan,Judy (as Sheila Caan),ACTOR
5198,tm140433,Keith David,Ernie Bass,ACTOR
15858,tm140433,Patricia Tallman,Bandstand Babe,ACTOR
478322,tm140433,Heidi Paine,Party Girl,ACTOR
652864,tm140433,Jacklyn Palmer,Party Girl,ACTOR
209465,tm140433,Laura Albert,Strip Joint Girl,ACTOR
478479,tm140433,Christina Veronica,Strip Joint Girl,ACTOR
417491,tm140433,Jasae,Strip Joint Girl,ACTOR
606013,tm140433,Michele Burger,Strip Joint Girl,ACTOR
33763,tm140433,Terry Funk,Morgan,ACTOR
1369825,tm140433,Susan Lentini,Bandstand Babe,ACTOR
1310103,tm140433,Cheryl Baker,Well-Endowed Wife,ACTOR
1704774,tm140433,Dawn Ciccone,Steve's Girl,ACTOR
17933,tm140433,Benny Urquidez,Laughing Henchman (uncredited),ACTOR
1830186,tm140433,Julie Royer,Steve's Girl,ACTOR
6245,tm140433,Tiny Ron Taylor,Mountain,ACTOR
1255703,tm140433,Chino 'Fats' Williams,Derelict,ACTOR
97139,tm140433,Christopher Collins,Sharing Husband,ACTOR
833629,tm140433,Michael Rider,O'Connor,ACTOR
217167,tm140433,John William Young,Tinker,ACTOR
37228,tm140433,Rowdy Herrington,,DIRECTOR
3180,tm131198,Sylvester Stallone,"Robert ""Rocky"" Balboa",ACTOR
7748,tm131198,Talia Shire,"Adrianna ""Adrian"" Balboa",ACTOR
7749,tm131198,Burt Young,Paulie Pennino,ACTOR
7750,tm131198,Carl Weathers,Apollo Creed,ACTOR
6930,tm131198,Dolph Lundgren,Captain Ivan Drago,ACTOR
2731,tm131198,Brigitte Nielsen,Ludmilla Vobet Drago,ACTOR
7762,tm131198,Tony Burton,"Tony ""Duke"" Evers",ACTOR
12265,tm131198,Michael Pataki,Nicoli Koloff,ACTOR
7778,tm131198,Stu Nahan,Commentator #1,ACTOR
12269,tm131198,Al Bandiero,American Commentator #2,ACTOR
12268,tm131198,Dominic Barto,Russian Government Official,ACTOR
12267,tm131198,Danial Brown,Rocky Jr.'s Friend,ACTOR
12270,tm131198,James Brown,The Godfather of Soul,ACTOR
12271,tm131198,Rose Mary Campos,Maid,ACTOR
1904206,tm131198,Jack Carpenter,KGB Driver,ACTOR
24436,tm131198,Mark De Alessandro,Russian Cornerman,ACTOR
606280,tm131198,Marty Denkin,Russian Referee,ACTOR
973957,tm131198,Lou Fillipo,Las Vegas Referee,ACTOR
573250,tm131198,James 'Cannonball' Green,Manuel Vega,ACTOR
1373578,tm131198,Dean Hammond,Interviewer,ACTOR
1373595,tm131198,Sergei Levin,Russian Ring Announcer,ACTOR
1373279,tm131198,Tony Maffatone,KGB Agent,ACTOR
132355,tm131198,Sylvia Meals,Mrs. Creed,ACTOR
1303374,tm131198,Dwayne McGee,Limo Driver,ACTOR
1154259,tm131198,LeRoy Neiman,Ring Announcer,ACTOR
1373579,tm131198,George Pipasik,Caretaker,ACTOR
779379,tm131198,George Rogan,Igor Rimsky,ACTOR
730760,tm131198,Barry Tompkins,American Commentator #1,ACTOR
1079964,tm131198,Warner Wolf,Commentator #2 in Las Vegas,ACTOR
1373611,tm131198,Robert Doornick,Sico the Robot (voice),ACTOR
18281,tm131198,Richard Blum,Reporter,ACTOR
31952,tm131198,Gerald Berns,Reporter,ACTOR
30797,tm131198,Ray Glanzmann,Reporter,ACTOR
511179,tm131198,Patrick Pankhurst,Reporter,ACTOR
1373614,tm131198,Jean Thoreau,Reporter,ACTOR
30016,tm131198,Frank D'Annibale,Reporter,ACTOR
1136570,tm131198,Rose Dursey,Reporter,ACTOR
1373261,tm131198,Richard A. Kelley,Reporter,ACTOR
508674,tm131198,Craig Schaefer,Reporter,ACTOR
14642,tm131198,Jeff Austin,Reporter,ACTOR
77626,tm131198,Leslie Morris,Reporter,ACTOR
1373617,tm131198,Bob Giovane,Reporter,ACTOR
1373589,tm131198,George Spaventa,Reporter,ACTOR
1373592,tm131198,Rolf Williams,Reporter,ACTOR
928001,tm131198,Jim Hodges,Reporter,ACTOR
884529,tm131198,R.J. Adams,Sports Announcer,ACTOR
3180,tm131198,Sylvester Stallone,,DIRECTOR
8225,tm120386,David Bowie,Jareth,ACTOR
1575,tm120386,Jennifer Connelly,Sarah,ACTOR
82086,tm120386,Toby Froud,Toby,ACTOR
66206,tm120386,Shelley Thompson,Stepmother,ACTOR
19968,tm120386,Christopher Malcolm,Father,ACTOR
82087,tm120386,Natalie Finland,Fairy,ACTOR
82088,tm120386,Shari Weiser,Hoggle,ACTOR
4787,tm120386,Brian Henson,Hoggle / Goblin (voice),ACTOR
82089,tm120386,Ron Mueck,Ludo / Firey 2 / Goblin (voice),ACTOR
82090,tm120386,Rob Mills,Ludo / Firey 3,ACTOR
15758,tm120386,Dave Goelz,Didymus / The Hat / The Four Guards / Left Door Knocker / Firey 3 (voice),ACTOR
82091,tm120386,David Alan Barclay,Didymus / Firey 1 (as David Barclay),ACTOR
76803,tm120386,David Shaughnessy,Didymus / The Hat / The Four Guards / Goblin (voice),ACTOR
82092,tm120386,Karen Prell,The Worm / The Junk Lady / Firey 2,ACTOR
5169,tm120386,Timothy Bateson,The Worm / The Four Guards / Goblin (voice),ACTOR
4913,tm120386,Frank Oz,The Wiseman,ACTOR
14180,tm120386,Michael Hordern,The Wiseman (voice),ACTOR
294386,tm120386,Denise Bryer,The Junk Lady (voice),ACTOR
15756,tm120386,Steve Whitmire,The Four Guards / Firey 4 / Ambrosius (voice),ACTOR
45486,tm120386,Kevin Clash,The Four Guards / Firey 1 / Ambrosius (voice),ACTOR
109112,tm120386,Anthony Asbury,The Four Guards / Right Door Knocker / Firey 5,ACTOR
174603,tm120386,Anthony Jackson,The Four Guards / Goblin (voice),ACTOR
627576,tm120386,Douglas Blackwell,The Four Guards / Goblin (voice),ACTOR
22265,tm120386,David Healy,Right Door Knocker (voice),ACTOR
79931,tm120386,Robert Beatty,Left Door Knocker (voice),ACTOR
618212,tm120386,Toby Philpott,Firey 1,ACTOR
1269321,tm120386,Ian Thom,Firey 2,ACTOR
494450,tm120386,Charles Augins,Firey 2 (voice),ACTOR
1269323,tm120386,Sherry Amott,Firey 3,ACTOR
392,tm120386,Danny John-Jules,Firey 3 / Firey 4 (voice),ACTOR
159294,tm120386,Cheryl Henson,Firey 4,ACTOR
649971,tm120386,Kaefan Shaw,Firey 4,ACTOR
1269307,tm120386,Rollin Krewson,Firey 5,ACTOR
1269311,tm120386,Richard Bodkin,Firey 5 (voice),ACTOR
32620,tm120386,Percy Edwards,Ambrosius (voice),ACTOR
65694,tm120386,Michael Attwell,Goblin (voice),ACTOR
32626,tm120386,Sean Barrett,Goblin (voice),ACTOR
5018,tm120386,John Bluthal,Goblin (voice),ACTOR
11270,tm120386,Peter Marinker,Goblin (voice),ACTOR
33288,tm120386,Kerry Shale,Goblin (voice),ACTOR
1269313,tm120386,Marc Antona,Goblin Corps,ACTOR
1999,tm120386,Kenny Baker,Goblin Corps,ACTOR
501222,tm120386,Danny Blackner,Goblin Corps,ACTOR
501223,tm120386,Peter Burroughs,Goblin Corps,ACTOR
267360,tm120386,Toby Denver Clark,Goblin Corps,ACTOR
1269316,tm120386,Tessa Crockett,Goblin Corps,ACTOR
4440,tm120386,Warwick Davis,Goblin Corps,ACTOR
41566,tm120386,Malcolm Dixon,Goblin Corps,ACTOR
677589,tm120386,Anthony Georghiou,Goblin Corps,ACTOR
501232,tm120386,Paul Grant,Goblin Corps,ACTOR
1269336,tm120386,John Key,Goblin Corps,ACTOR
501234,tm120386,Andrew Herd,Goblin Corps,ACTOR
501239,tm120386,Richard Jones,Goblin Corps,ACTOR
2009,tm120386,Jack Purvis,Goblin Corps,ACTOR
1269319,tm120386,Mark Lisle,Goblin Corps,ACTOR
445584,tm120386,Peter Mandell,Goblin Corps,ACTOR
501261,tm120386,Linda Spriggs,Goblin Corps,ACTOR
598757,tm120386,Katie Purvis,Goblin Corps,ACTOR
501253,tm120386,Nicholas Read,Goblin Corps,ACTOR
598700,tm120386,Albert Wilkinson,Goblin Corps,ACTOR
1269326,tm120386,Penny Stead,Goblin Corps,ACTOR
501216,tm120386,Michael Henbury Ballan,Goblin Corps,ACTOR
1269330,tm120386,Elfrida Ashworth,Ballroom Dancer,ACTOR
1269333,tm120386,Margaret Foyer,Ballroom Dancer,ACTOR
